instant_x,dteday,season_x,yr_x,mnth_x,hr,holiday_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual_x,registered_x,cnt_x,instant_y,season_y,yr_y,mnth_y,holiday_y,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,cnt_y,total_users,temp_celsius,humidity_percent,windspeed_kmh
11795,2012-05-11,2,1,5,15,0,5,1,1,0.62,0.6061,0.25,0.194,140,299,439,497,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,439,25.419999999999998,25.0,12.998000000000001
11796,2012-05-11,2,1,5,16,0,5,1,1,0.62,0.6061,0.25,0.3284,128,397,525,497,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,525,25.419999999999998,25.0,22.0028
11797,2012-05-11,2,1,5,17,0,5,1,1,0.64,0.6061,0.23,0.2537,102,677,779,497,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,779,26.240000000000002,23.0,16.997899999999998
11798,2012-05-11,2,1,5,18,0,5,1,1,0.64,0.6061,0.23,0.2836,78,518,596,497,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,596,26.240000000000002,23.0,19.0012
11799,2012-05-11,2,1,5,19,0,5,1,1,0.64,0.6061,0.23,0.2537,73,430,503,497,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,503,26.240000000000002,23.0,16.997899999999998
11800,2012-05-11,2,1,5,20,0,5,1,1,0.62,0.6061,0.25,0.1343,64,277,341,497,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,341,25.419999999999998,25.0,8.9981
11801,2012-05-11,2,1,5,21,0,5,1,1,0.6,0.6061,0.28,0.1045,45,225,270,497,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,270,24.599999999999998,28.000000000000004,7.0015
11802,2012-05-11,2,1,5,22,0,5,1,1,0.56,0.5303,0.35,0.2239,44,190,234,497,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,234,22.96,35.0,15.001299999999999
11803,2012-05-11,2,1,5,23,0,5,1,1,0.54,0.5152,0.37,0.194,38,142,180,497,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,180,22.14,37.0,12.998000000000001
11804,2012-05-12,2,1,5,0,0,6,0,1,0.52,0.5,0.42,0.1642,25,111,136,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,136,21.32,42.0,11.0014
11805,2012-05-12,2,1,5,1,0,6,0,1,0.5,0.4848,0.48,0.0,14,79,93,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,93,20.5,48.0,0.0
11806,2012-05-12,2,1,5,2,0,6,0,1,0.46,0.4545,0.59,0.1343,10,46,56,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,56,18.86,59.0,8.9981
11807,2012-05-12,2,1,5,3,0,6,0,1,0.48,0.4697,0.59,0.0,14,20,34,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,34,19.68,59.0,0.0
11808,2012-05-12,2,1,5,4,0,6,0,1,0.44,0.4394,0.67,0.1045,3,6,9,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,9,18.04,67.0,7.0015
11809,2012-05-12,2,1,5,5,0,6,0,1,0.42,0.4242,0.67,0.1343,5,8,13,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,13,17.22,67.0,8.9981
11810,2012-05-12,2,1,5,6,0,6,0,1,0.42,0.4242,0.67,0.0896,10,23,33,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,33,17.22,67.0,6.0032
11811,2012-05-12,2,1,5,7,0,6,0,1,0.42,0.4242,0.71,0.1343,10,57,67,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,67,17.22,71.0,8.9981
11812,2012-05-12,2,1,5,8,0,6,0,1,0.52,0.5,0.48,0.0,22,156,178,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,178,21.32,48.0,0.0
11813,2012-05-12,2,1,5,9,0,6,0,1,0.54,0.5152,0.49,0.0,87,248,335,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,335,22.14,49.0,0.0
11814,2012-05-12,2,1,5,10,0,6,0,1,0.56,0.5303,0.49,0.0896,132,279,411,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,411,22.96,49.0,6.0032
11815,2012-05-12,2,1,5,11,0,6,0,1,0.62,0.6212,0.41,0.0896,157,365,522,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,522,25.419999999999998,41.0,6.0032
11816,2012-05-12,2,1,5,12,0,6,0,1,0.64,0.6212,0.36,0.1642,206,353,559,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,559,26.240000000000002,36.0,11.0014
11817,2012-05-12,2,1,5,13,0,6,0,1,0.64,0.6212,0.36,0.194,293,366,659,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,659,26.240000000000002,36.0,12.998000000000001
11818,2012-05-12,2,1,5,14,0,6,0,1,0.66,0.6212,0.36,0.194,257,358,615,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,615,27.060000000000002,36.0,12.998000000000001
11819,2012-05-12,2,1,5,15,0,6,0,1,0.68,0.6212,0.24,0.194,269,321,590,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,590,27.880000000000003,24.0,12.998000000000001
11820,2012-05-12,2,1,5,16,0,6,0,2,0.7,0.6364,0.21,0.194,254,337,591,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,591,28.7,21.0,12.998000000000001
11821,2012-05-12,2,1,5,17,0,6,0,2,0.66,0.6212,0.36,0.194,233,343,576,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,576,27.060000000000002,36.0,12.998000000000001
11822,2012-05-12,2,1,5,18,0,6,0,2,0.66,0.6212,0.31,0.194,164,382,546,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,546,27.060000000000002,31.0,12.998000000000001
11823,2012-05-12,2,1,5,19,0,6,0,2,0.64,0.6212,0.36,0.1642,166,273,439,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,439,26.240000000000002,36.0,11.0014
11824,2012-05-12,2,1,5,20,0,6,0,1,0.62,0.6212,0.46,0.1642,113,174,287,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,287,25.419999999999998,46.0,11.0014
11825,2012-05-12,2,1,5,21,0,6,0,2,0.6,0.6061,0.6,0.1343,74,156,230,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,230,24.599999999999998,60.0,8.9981
11826,2012-05-12,2,1,5,22,0,6,0,1,0.56,0.5303,0.68,0.1343,62,212,274,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,274,22.96,68.0,8.9981
11827,2012-05-12,2,1,5,23,0,6,0,1,0.58,0.5455,0.56,0.0896,42,134,176,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,176,23.779999999999998,56.00000000000001,6.0032
11828,2012-05-13,2,1,5,0,0,0,0,1,0.56,0.5303,0.64,0.1642,19,79,98,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,98,22.96,64.0,11.0014
11829,2012-05-13,2,1,5,1,0,0,0,2,0.54,0.5152,0.68,0.1343,22,72,94,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,94,22.14,68.0,8.9981
11830,2012-05-13,2,1,5,2,0,0,0,2,0.54,0.5152,0.68,0.1642,22,60,82,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,82,22.14,68.0,11.0014
11831,2012-05-13,2,1,5,3,0,0,0,2,0.54,0.5152,0.64,0.1343,2,26,28,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,28,22.14,64.0,8.9981
11832,2012-05-13,2,1,5,4,0,0,0,2,0.54,0.5152,0.68,0.194,2,7,9,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,9,22.14,68.0,12.998000000000001
11833,2012-05-13,2,1,5,5,0,0,0,1,0.52,0.5,0.72,0.194,4,8,12,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,12,21.32,72.0,12.998000000000001
11834,2012-05-13,2,1,5,6,0,0,0,1,0.52,0.5,0.68,0.1642,6,15,21,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,21,21.32,68.0,11.0014
11835,2012-05-13,2,1,5,7,0,0,0,1,0.52,0.5,0.68,0.1642,18,42,60,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,60,21.32,68.0,11.0014
11836,2012-05-13,2,1,5,8,0,0,0,1,0.56,0.5303,0.64,0.1642,32,124,156,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,156,22.96,64.0,11.0014
11837,2012-05-13,2,1,5,9,0,0,0,1,0.6,0.6212,0.56,0.1343,79,143,222,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,222,24.599999999999998,56.00000000000001,8.9981
11838,2012-05-13,2,1,5,10,0,0,0,1,0.6,0.6061,0.6,0.2537,128,222,350,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,350,24.599999999999998,60.0,16.997899999999998
11839,2012-05-13,2,1,5,11,0,0,0,1,0.62,0.6212,0.57,0.2537,150,278,428,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,428,25.419999999999998,56.99999999999999,16.997899999999998
11840,2012-05-13,2,1,5,12,0,0,0,1,0.64,0.6212,0.57,0.2239,189,342,531,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,531,26.240000000000002,56.99999999999999,15.001299999999999
11841,2012-05-13,2,1,5,13,0,0,0,1,0.68,0.6364,0.54,0.2537,255,347,602,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,602,27.880000000000003,54.0,16.997899999999998
11842,2012-05-13,2,1,5,14,0,0,0,1,0.7,0.6515,0.48,0.1343,228,324,552,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,552,28.7,48.0,8.9981
11843,2012-05-13,2,1,5,15,0,0,0,1,0.72,0.6515,0.45,0.3582,190,309,499,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,499,29.52,45.0,23.9994
11844,2012-05-13,2,1,5,16,0,0,0,1,0.72,0.6515,0.42,0.2537,225,339,564,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,564,29.52,42.0,16.997899999999998
11845,2012-05-13,2,1,5,17,0,0,0,1,0.7,0.6364,0.45,0.4179,191,287,478,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,478,28.7,45.0,27.999299999999998
11846,2012-05-13,2,1,5,18,0,0,0,2,0.68,0.6364,0.44,0.3582,129,260,389,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,389,27.880000000000003,44.0,23.9994
11847,2012-05-13,2,1,5,19,0,0,0,2,0.66,0.6212,0.5,0.4179,107,232,339,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,339,27.060000000000002,50.0,27.999299999999998
11848,2012-05-13,2,1,5,20,0,0,0,2,0.66,0.6212,0.5,0.2836,67,163,230,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,230,27.060000000000002,50.0,19.0012
11849,2012-05-13,2,1,5,21,0,0,0,2,0.64,0.6212,0.53,0.194,48,121,169,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,169,26.240000000000002,53.0,12.998000000000001
11850,2012-05-13,2,1,5,22,0,0,0,2,0.62,0.6061,0.61,0.1642,42,89,131,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,131,25.419999999999998,61.0,11.0014
11851,2012-05-13,2,1,5,23,0,0,0,2,0.62,0.6212,0.57,0.2239,17,57,74,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,74,25.419999999999998,56.99999999999999,15.001299999999999
11852,2012-05-14,2,1,5,0,0,1,1,2,0.6,0.6212,0.56,0.2537,21,14,35,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,35,24.599999999999998,56.00000000000001,16.997899999999998
11853,2012-05-14,2,1,5,1,0,1,1,2,0.6,0.6061,0.6,0.2836,5,6,11,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,11,24.599999999999998,60.0,19.0012
11854,2012-05-14,2,1,5,2,0,1,1,1,0.6,0.6061,0.6,0.2985,1,1,2,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,2,24.599999999999998,60.0,19.999499999999998
11855,2012-05-14,2,1,5,3,0,1,1,2,0.58,0.5455,0.68,0.3284,0,2,2,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,2,23.779999999999998,68.0,22.0028
11856,2012-05-14,2,1,5,4,0,1,1,2,0.54,0.5152,0.77,0.2239,3,3,6,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,6,22.14,77.0,15.001299999999999
11857,2012-05-14,2,1,5,5,0,1,1,2,0.54,0.5152,0.77,0.1642,1,25,26,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,26,22.14,77.0,11.0014
11858,2012-05-14,2,1,5,6,0,1,1,3,0.52,0.5,0.94,0.2985,3,62,65,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,65,21.32,94.0,19.999499999999998
11859,2012-05-14,2,1,5,7,0,1,1,3,0.52,0.5,0.94,0.194,3,72,75,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,75,21.32,94.0,12.998000000000001
11860,2012-05-14,2,1,5,8,0,1,1,3,0.54,0.5152,0.88,0.2239,1,155,156,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,156,22.14,88.0,15.001299999999999
11861,2012-05-14,2,1,5,9,0,1,1,3,0.54,0.5152,0.88,0.2836,5,105,110,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,110,22.14,88.0,19.0012
11862,2012-05-14,2,1,5,10,0,1,1,3,0.54,0.5152,0.88,0.2537,6,53,59,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,59,22.14,88.0,16.997899999999998
11863,2012-05-14,2,1,5,11,0,1,1,2,0.56,0.5303,0.83,0.2239,12,67,79,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,79,22.96,83.0,15.001299999999999
11864,2012-05-14,2,1,5,12,0,1,1,2,0.56,0.5303,0.88,0.2836,53,132,185,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,185,22.96,88.0,19.0012
11865,2012-05-14,2,1,5,13,0,1,1,2,0.62,0.5909,0.73,0.2239,33,143,176,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,176,25.419999999999998,73.0,15.001299999999999
11866,2012-05-14,2,1,5,14,0,1,1,2,0.62,0.5909,0.73,0.2537,43,128,171,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,171,25.419999999999998,73.0,16.997899999999998
11867,2012-05-14,2,1,5,15,0,1,1,2,0.62,0.5909,0.73,0.1642,40,156,196,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,196,25.419999999999998,73.0,11.0014
11868,2012-05-14,2,1,5,16,0,1,1,3,0.62,0.6061,0.69,0.2836,20,91,111,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,111,25.419999999999998,69.0,19.0012
11869,2012-05-14,2,1,5,17,0,1,1,3,0.56,0.5303,0.88,0.2537,25,204,229,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,229,22.96,88.0,16.997899999999998
11870,2012-05-14,2,1,5,18,0,1,1,2,0.58,0.5455,0.83,0.0,17,283,300,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,300,23.779999999999998,83.0,0.0
11871,2012-05-14,2,1,5,19,0,1,1,3,0.58,0.5455,0.88,0.1343,10,294,304,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,304,23.779999999999998,88.0,8.9981
11872,2012-05-14,2,1,5,20,0,1,1,2,0.58,0.5455,0.88,0.194,11,178,189,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,189,23.779999999999998,88.0,12.998000000000001
11873,2012-05-14,2,1,5,21,0,1,1,2,0.58,0.5455,0.83,0.0896,7,145,152,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,152,23.779999999999998,83.0,6.0032
11874,2012-05-14,2,1,5,22,0,1,1,2,0.58,0.5455,0.78,0.0896,11,118,129,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,129,23.779999999999998,78.0,6.0032
11875,2012-05-14,2,1,5,23,0,1,1,2,0.58,0.5455,0.78,0.1045,11,64,75,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,75,23.779999999999998,78.0,7.0015
11876,2012-05-15,2,1,5,0,0,2,1,2,0.56,0.5303,0.88,0.1343,7,25,32,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,32,22.96,88.0,8.9981
11877,2012-05-15,2,1,5,1,0,2,1,3,0.56,0.5303,0.88,0.1343,5,14,19,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,19,22.96,88.0,8.9981
11878,2012-05-15,2,1,5,2,0,2,1,2,0.56,0.5303,0.88,0.1343,1,3,4,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,4,22.96,88.0,8.9981
11879,2012-05-15,2,1,5,3,0,2,1,3,0.58,0.5455,0.83,0.1343,1,5,6,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,6,23.779999999999998,83.0,8.9981
11880,2012-05-15,2,1,5,4,0,2,1,3,0.56,0.5303,0.94,0.0,1,4,5,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,5,22.96,94.0,0.0
11881,2012-05-15,2,1,5,5,0,2,1,3,0.56,0.5303,0.94,0.2239,0,8,8,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,8,22.96,94.0,15.001299999999999
11882,2012-05-15,2,1,5,6,0,2,1,3,0.56,0.5303,0.94,0.2239,2,22,24,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,24,22.96,94.0,15.001299999999999
11883,2012-05-15,2,1,5,7,0,2,1,3,0.56,0.5303,0.94,0.1343,1,91,92,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,92,22.96,94.0,8.9981
11884,2012-05-15,2,1,5,8,0,2,1,2,0.58,0.5455,0.88,0.0896,8,401,409,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,409,23.779999999999998,88.0,6.0032
11885,2012-05-15,2,1,5,9,0,2,1,2,0.58,0.5455,0.88,0.0896,28,327,355,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,355,23.779999999999998,88.0,6.0032
11886,2012-05-15,2,1,5,10,0,2,1,1,0.62,0.5909,0.78,0.1045,27,144,171,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,171,25.419999999999998,78.0,7.0015
11887,2012-05-15,2,1,5,11,0,2,1,1,0.64,0.5909,0.78,0.194,38,186,224,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,224,26.240000000000002,78.0,12.998000000000001
11888,2012-05-15,2,1,5,12,0,2,1,1,0.64,0.6061,0.73,0.194,44,220,264,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,264,26.240000000000002,73.0,12.998000000000001
11889,2012-05-15,2,1,5,13,0,2,1,3,0.64,0.6061,0.73,0.194,35,204,239,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,239,26.240000000000002,73.0,12.998000000000001
11890,2012-05-15,2,1,5,14,0,2,1,2,0.64,0.6061,0.73,0.194,39,145,184,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,184,26.240000000000002,73.0,12.998000000000001
11891,2012-05-15,2,1,5,15,0,2,1,2,0.7,0.6515,0.61,0.0896,51,205,256,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,256,28.7,61.0,6.0032
11892,2012-05-15,2,1,5,16,0,2,1,1,0.68,0.6364,0.65,0.1642,74,300,374,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,374,27.880000000000003,65.0,11.0014
11893,2012-05-15,2,1,5,17,0,2,1,1,0.68,0.6364,0.65,0.1045,75,603,678,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,678,27.880000000000003,65.0,7.0015
11894,2012-05-15,2,1,5,18,0,2,1,1,0.7,0.6515,0.61,0.0896,68,665,733,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,733,28.7,61.0,6.0032
11895,2012-05-15,2,1,5,19,0,2,1,1,0.66,0.6212,0.69,0.1642,57,455,512,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,512,27.060000000000002,69.0,11.0014
11896,2012-05-15,2,1,5,20,0,2,1,3,0.64,0.6061,0.73,0.1343,30,233,263,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,263,26.240000000000002,73.0,8.9981
11897,2012-05-15,2,1,5,21,0,2,1,3,0.64,0.6061,0.73,0.2836,11,98,109,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,109,26.240000000000002,73.0,19.0012
11898,2012-05-15,2,1,5,22,0,2,1,1,0.58,0.5455,0.78,0.2239,9,74,83,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,83,23.779999999999998,78.0,15.001299999999999
11899,2012-05-15,2,1,5,23,0,2,1,3,0.56,0.5303,0.88,0.1045,13,58,71,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,71,22.96,88.0,7.0015
11900,2012-05-16,2,1,5,0,0,3,1,2,0.58,0.5455,0.88,0.0,12,27,39,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,39,23.779999999999998,88.0,0.0
11901,2012-05-16,2,1,5,1,0,3,1,2,0.58,0.5455,0.88,0.1343,7,14,21,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,21,23.779999999999998,88.0,8.9981
11902,2012-05-16,2,1,5,2,0,3,1,1,0.56,0.5303,0.94,0.194,5,14,19,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,19,22.96,94.0,12.998000000000001
11903,2012-05-16,2,1,5,3,0,3,1,1,0.56,0.5303,0.88,0.1045,1,5,6,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,6,22.96,88.0,7.0015
11904,2012-05-16,2,1,5,4,0,3,1,1,0.54,0.5152,0.94,0.1343,1,3,4,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,4,22.14,94.0,8.9981
11905,2012-05-16,2,1,5,5,0,3,1,1,0.54,0.5152,0.94,0.1045,4,34,38,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,38,22.14,94.0,7.0015
11906,2012-05-16,2,1,5,6,0,3,1,1,0.54,0.5152,0.94,0.0896,8,150,158,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,158,22.14,94.0,6.0032
11907,2012-05-16,2,1,5,7,0,3,1,1,0.56,0.5303,0.83,0.0,14,426,440,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,440,22.96,83.0,0.0
11908,2012-05-16,2,1,5,8,0,3,1,1,0.58,0.5455,0.83,0.0,33,617,650,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,650,23.779999999999998,83.0,0.0
11909,2012-05-16,2,1,5,9,0,3,1,2,0.6,0.5758,0.78,0.1343,33,314,347,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,347,24.599999999999998,78.0,8.9981
11910,2012-05-16,2,1,5,10,0,3,1,1,0.66,0.6212,0.61,0.0,43,149,192,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,192,27.060000000000002,61.0,0.0
11911,2012-05-16,2,1,5,11,0,3,1,1,0.7,0.6515,0.54,0.1343,55,212,267,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,267,28.7,54.0,8.9981
11912,2012-05-16,2,1,5,12,0,3,1,1,0.7,0.6515,0.54,0.194,59,271,330,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,330,28.7,54.0,12.998000000000001
11913,2012-05-16,2,1,5,13,0,3,1,1,0.72,0.6515,0.42,0.0,77,273,350,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,350,29.52,42.0,0.0
11914,2012-05-16,2,1,5,14,0,3,1,1,0.72,0.6515,0.42,0.0896,42,221,263,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,263,29.52,42.0,6.0032
11915,2012-05-16,2,1,5,15,0,3,1,2,0.72,0.6667,0.48,0.1045,52,222,274,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,274,29.52,48.0,7.0015
11916,2012-05-16,2,1,5,16,0,3,1,1,0.72,0.6515,0.45,0.1045,70,376,446,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,446,29.52,45.0,7.0015
